,SIM_AV,SIM_DEC,SIM_DLMU,SIM_EXPOSURE_g,SIM_EXPOSURE_i,SIM_EXPOSURE_r,SIM_HOSTLIB_GALID,SIM_LENSDMU,SIM_LIBID,SIM_MAGSMEAR_COH,SIM_MODEL_INDEX,SIM_MODEL_NAME,SIM_MWEBV,SIM_NGEN_LIBID,SIM_NOBS_UNDEFINED,SIM_PEAKMAG_g,SIM_PEAKMAG_i,SIM_PEAKMAG_r,SIM_PEAKMJD,SIM_RA,SIM_REDSHIFT_CMB,SIM_REDSHIFT_FLAG,SIM_REDSHIFT_HELIO,SIM_REDSHIFT_HOST,SIM_RV,SIM_SEARCHEFF_MASK,SIM_SUBSAMPLE_INDEX,SIM_TEMPLATE_INDEX,SIM_TYPE_INDEX,SIM_TYPE_NAME,SIM_VPEC,delta_t_g,delta_t_i,delta_t_r,fluxcal_g,fluxcal_i,fluxcal_r,fluxcalerr_g,fluxcalerr_i,fluxcalerr_r,host_photoz,host_specz,libid,mag_g,mag_i,mag_r,magerr_g,magerr_i,magerr_r,magobs_g,magobs_i,magobs_r,median_delta_t_g,median_delta_t_i,median_delta_t_r,mjd_g,mjd_i,mjd_r,photflag_g,photflag_i,photflag_r,photprob_g,photprob_i,photprob_r,pkmag_g,pkmag_i,pkmag_r,pkmjd,psf_sig1_g,psf_sig1_i,psf_sig1_r,sky_sig_g,sky_sig_i,sky_sig_r,snid,snr_g,snr_i,snr_r,z,zeropt_g,zeropt_i,zeropt_r,offset,logprob,true_label,skymap_filename,area_fifty,area_ninety,costheta,mej
869,-9,25.22579002,34.5260582,1,1,1,-9,0,2169,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.077469431,1,0,99,-9,99,58357.85156,259.7588806,0.018475914,1,0.020233512,0.020233512,-9,3,-9,313,0,UNKNOWN ,487.7442627,"[1.0404400000043097, 2.015509999997448, 1.007129999998142, 2.0347600000022794, 0.9435499999963213, 3.0142500000001746, 2.001780000005965, 0.9842699999935576, 2.0372000000061234]",[],"[1.0055700000011711, 1.9247099999993225, 1.0153700000009849, 2.009329999993497, 0.9894100000019534, 2.014580000002752, 0.9825799999962328, 2.0180099999997765, 0.9667699999990873, 2.0154400000028545, 0.9793799999970361, 2.0327700000052573, 0.988310000000638]",[],[],[ 785.9868 1677.098 ],[],[],[121.01279  110.370384],-9,-9,2169,[],[],[20.261461 19.438604],[],[],[0.16720366 0.07147002],2.00178,,1.01537,2.00178,,1.01537,[],[],[58358.2073  58359.21287],[],[],[4096 6144],[],[],[],99,-9,99,58357.85156,[],[],[],[],[],[],822170,[],[],[0.15396287 0.06581034],0.020233512,[],[],[],0.26395495,3.234234375,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/869.fits,1.236680923,4.202733468,0.600000024,0.029999999
870,-9,13.7103796,35.11143112,1,1,1,-9,0,2837,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.044973508,1,0,99,-9,99,58783.69141,347.8809814,0.024080677,1,0.026281705,0.026281705,-9,3,-9,467,0,UNKNOWN ,276.7498474,"[5.971109999998589, 2.979829999996582, 2.0159899999998743, 1.0054700000036974, 0.9446000000025379, 2.0685599999997066, 2.9725199999957113]",[],"[2.9685500000050524, 1.944100000000617, 0.9479599999976926, 3.017679999997199, 2.9837200000038138, 3.156539999996312]",[831.43665],[],[2474.9465],[59.41461],[],[104.979034],-9,-9,2837,[20.200428],[],[19.016087],[0.07760575],[],[0.04606452],2.06856,,2.976135,2.06856,,2.976135,[58785.21824],[],[58785.24537],[4096],[],[6144],[],[],[],99,-9,99,58783.69141,[],[],[],[],[],[],822838,[0.07146018],[],[0.04241669],0.026281705,[],[],[],0.538061504,3.327223225,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/870.fits,0.637612418,2.179563171,0.899999976,0.039999999
871,-9,10.94476986,33.84901428,1,1,1,-9,0,4651,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.022988046,1,0,99,-9,99,58342.97656,75.08725739,0.013584087,1,0.014806353,0.014806353,-9,3,-9,454,0,UNKNOWN ,335.0070496,"[0.9671999999991385, 2.036950000001525, 0.9955799999952433, 1.9824500000031549, 1.0101099999956205, 8.98579000000609]",[],"[1.0193599999984144, 1.95509999999922, 1.0005000000019209, 2.0338599999959115, 1.021870000004128, 1.9396500000002561, 0.9985999999989872, 0.05670999999711057, 1.940920000000915, 1.01031000000512, 1.9996199999950477]",[],[],[1228.7134   330.31067],[],[],[90.51336 61.32564],-9,-9,4651,[],[],[19.776373 21.202694],[],[],[0.08000035 0.2016273 ],1.49628,,1.02187,1.49628,,1.02187,[],[],[58344.47763 58345.49699],[],[],[4096 6144],[],[],[],99,-9,99,58342.97656,[],[],[],[],[],[],824652,[],[],[0.07366515 0.1856605 ],0.014806353,[],[],[],0.254397228,3.626552178,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/871.fits,0.503711206,1.725290804,0.899999976,0.01
872,-9,36.78847885,35.11842346,1,1,1,-9,0,4911,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.119524889,1,0,99,-9,99,58345.82031,354.4550171,0.024171041,1,0.025763029,0.025763029,-9,3,-9,263,0,UNKNOWN ,146.9526062,"[0.01217999999789754, 3.0285799999983283, 0.0094600000011269, 3.0019000000029337, 0.003700000001117587, 8.983820000001288, 0.004309999996621627, 2.894090000001597, 0.0023900000014691614]",[],"[0.006430000001273584, 2.926869999995688, 0.011270000002696179, 2.980169999995269, 0.006720000004861504, 3.0147299999953248, 0.002410000000963919, 0.12554000000091037, 0.0030200000037439167, 2.9298299999936717, 0.015150000006542541, 2.8850800000000163, 0.0024099999936879613, 3.003240000005462]",[424.96075 463.5778 ],[],[858.7658  769.61554],[49.422874 54.36931 ],[],[49.71466 50.90679],-9,-9,4911,[20.929127 20.834694],[],[20.165314 20.284315],[0.12630163 0.1273682 ],[],[0.06286944 0.07183427],0.01218,,0.070345,0.01218,,0.070345,[58346.34818 58346.36036],[],[58346.39579 58346.40222],[4096 4096],[],[6144 4096],[],[],[],99,-9,99,58345.82031,[],[],[],[],[],[],824912,[0.11629985 0.11728195],[],[0.05789082 0.06614574],0.025763029,[],[],[],0.631075583,2.725901487,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/872.fits,1.693131869,8.752718922,0.5,0.029999999
873,-9,24.03071022,34.48242569,1,1,1,-9,0,5291,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.033386882,1,0,99,-9,99,58810.55859,33.96414948,0.018131601,1,0.018846015,0.018846015,-9,3,-9,66,0,UNKNOWN ,-40.66124344,"[1.009729999997944, 14.943310000002384]",[],"[1.0395400000052177, 15.037559999997029]",[1021.915],[],[3615.267  2087.0757],[49.69612],[],[111.007065 111.25251 ],-9,-9,5291,[19.976463],[],[18.604649 19.201155],[0.0528126],[],[0.03334571 0.05788972],7.97652,,8.03855,7.97652,,8.03855,[58812.15557],[],[58811.16252 58812.20206],[6144],[],[4096 4096],[],[],[],99,-9,99,58810.55859,[],[],[],[],[],[],825292,[0.04863039],[],[0.03070508 0.05330545],0.018846015,[],[],[],2.008691233,2.244214749,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/873.fits,8.991576911,57.37867057,0.100000001,0.039999999
874,-9,70.4696579,33.59743118,1,1,1,-9,0,7953,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.150624976,1,0,99,-9,99,58676.02344,306.5340271,0.01211778,1,0.012812776,0.012812776,-9,3,-9,458,0,UNKNOWN ,71.62693024,"[1.9907200000016019, 1.114900000000489, 0.766830000000482, 1.2477599999983795, 0.0005099999980302528, 1.809690000001865, 1.0976799999989453, 2.9469800000006217, 0.0005100000053062104, 1.9616599999935715, 1.0112200000003213, 0.02350999999907799, 1.9782700000068871, 1.0212199999950826]",[],"[1.0263400000039837, 0.9127000000007683, 1.016169999995327, 0.24172000000544358, 0.8014599999951315, 1.998729999999341, 0.10386000000289641, 0.8512800000025891, 0.02870999999868218, 0.9901099999988219, 1.1019099999975879, 0.03269000000000233, 2.981610000002547, 0.03184999999939464, 1.9675599999973201, 1.0000700000018696, 0.015720000003057066, 0.9587600000013481, 1.01075999999739, 0.9972399999969639, 0.006489999999757856]",[1390.514],[],[1984.3634 4377.3096 1790.5913],[89.493645],[],[112.385765 121.78014  106.47865 ],-9,-9,7953,[19.642061],[],[19.255947 18.396982 19.367508],[0.06989509],[],[0.06150635 0.03021336 0.06457968],1.10629,,0.95876,1.10629,,0.95876,[58677.35017],[],[58676.28081 58677.30715 58678.21985],[4096],[],[4096 6144 4096],[],[],[],99,-9,99,58676.02344,[],[],[],[],[],[],827954,[0.06436012],[],[0.05663568 0.02782078 0.05946564],0.012812776,[],[],[],0.239618182,3.920359924,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/874.fits,0.070611826,0.236768153,0.899999976,0.02
875,-9,39.4666481,36.197258,1,1,1,-9,0,8041,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.046394192,1,0,99,-9,99,58611.82813,209.1197052,0.039401904,1,0.037793763,0.037793763,-9,3,-9,423,0,UNKNOWN ,-279.1138306,"[3.9725600000019767, 2.9989199999981793]",[],"[3.9284499999994296, 2.050600000002305, 0.00046999999904073775, 1.0993000000016764]",[335.3848],[],[481.2925],[36.316963],[],[40.16656],-9,-9,8041,[21.186142],[],[20.793978],[0.11759692],[],[0.0906328],3.48574,,1.57495,3.48574,,1.57495,[58612.28684],[],[58612.24325],[6144],[],[4096],[],[],[],99,-9,99,58611.82813,[],[],[],[],[],[],828042,[0.10828447],[],[0.08345561],0.037793763,[],[],[],0.285342238,3.102915304,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/875.fits,1.597396333,6.148399733,0.800000012,0.050000001
876,-9,66.75547028,33.83049774,1,1,1,-9,0,8482,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.160478488,1,0,99,-9,99,58487.6875,6.993780136,0.013500218,1,0.01242021,0.01242021,-9,3,-9,312,0,UNKNOWN ,-497.2238159,"[1.9591999999975087, 1.0394099999975879, 2.0231300000014016, 0.9780299999983981, 9.059390000002168, 1.9634700000024168]",[],[12.940679999999702],[1938.8464],[],[1489.2343],[141.10185],[],[101.8082],-9,-9,8482,[19.281141],[],[19.567593],[0.07903494],[],[0.07424197],1.961335,,12.94068,1.961335,,12.94068,[58488.15583],[],[58490.17859],[4096],[],[6144],[],[],[],99,-9,99,58487.6875,[],[],[],[],[],[],828483,[0.07277619],[],[0.06836278],0.01242021,[],[],[],0.20930065,3.802902047,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/876.fits,0.130998574,0.454021079,0.600000024,0.029999999
877,-9,15.98948956,35.96075439,1,1,1,-9,0,9167,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.019215329,1,0,99,-9,99,58615.72266,275.3391418,0.035361174,1,0.036087815,0.036087815,-9,3,-9,373,0,UNKNOWN ,92.55808258,"[11.001309999999648, 4.962129999999888]",[],"[10.995960000000196, 4.9190400000006775, 3.0469999999986612]",[559.84845],[],[1050.4366],[51.432446],[],[65.5255],-9,-9,9167,[20.629824],[],[19.946575],[0.0997692],[],[0.06774391],7.98172,,4.91904,7.98172,,4.91904,[58616.45896],[],[58616.40073],[6144],[],[4096],[],[],[],99,-9,99,58615.72266,[],[],[],[],[],[],829168,[0.09186851],[],[0.0623793],0.036087815,[],[],[],0.19049858,2.478261004,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/877.fits,7.770231311,26.21538811,0.699999988,0.050000001
878,-9,19.28624916,35.83471298,1,1,1,-9,0,9297,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.056080755,1,0,99,-9,99,58312.39844,286.5441589,0.033426408,1,0.033789612,0.033789612,-9,3,-9,511,0,UNKNOWN ,-75.2165451,"[0.9985599999999977, 0.9996600000013132, 1.0596499999955995, 0.9569400000036694, 0.9842599999974482, 1.0425200000026962, 0.973149999997986, 1.026449999997567, 0.9789000000018859, 0.8342199999970035, 1.1643200000034994, 1.0223899999982677, 0.7885300000052666, 1.2319399999978486, 1.8352799999993294, 2.035380000001169]",[],"[1.0325799999991432, 0.9592300000003888, 0.9634999999980209, 1.0637100000021746, 0.9367700000002515, 2.020830000001297, 0.989450000000943, 1.0078900000007707, 0.913459999996121, 0.9611199999999371, 1.01940000000468, 1.1011099999959697, 0.9968000000008033, 1.966150000000198, 1.059450000000652]",[868.60333],[],[1966.1816   635.82214],[56.62955],[],[83.425186 84.39706 ],-9,-9,9297,[20.152946],[],[19.265942 20.491661],[0.07080296],[],[0.04607903 0.14415225],1.011025,,1.00789,1.011025,,1.00789,[58313.35781],[],[58313.38325 58314.41583],[4096],[],[6144 4096],[],[],[],99,-9,99,58312.39844,[],[],[],[],[],[],829298,[0.0651961],[],[0.04243005 0.13273689],0.033789612,[],[],[],0.162129078,3.272596281,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/878.fits,1.194505228,4.128916898,1,0.029999999
879,-9,48.20901108,33.84593964,1,1,1,-9,0,9663,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.061237536,1,0,99,-9,99,58660.02344,190.6282196,0.013591451,1,0.012822048,0.012822048,-9,3,-9,57,0,UNKNOWN ,-35.22066498,"[1.031989999995858, 3.9763200000015786, 2.0089399999997113, 0.9895200000028126, 2.008430000001681, 2.98012000000017, 1.0165999999953783, 1.9834699999992154, 0.9978300000002491, 2.000660000005155]",[],"[0.9761499999949592, 4.062450000004901, 1.9571799999976065, 2.9546600000030594, 1.0220300000000861, 2.0027699999991455, 1.0135299999965355, 1.9799200000052224, 0.9997000000003027]",[726.5212],[],[ 668.6873 1535.8035],[60.745876],[],[51.260166 70.11106 ],-9,-9,9663,[20.34688],[],[20.436943 19.53416 ],[0.09080261],[],[0.08325048 0.04957705],1.992065,,1.95718,1.992065,,1.95718,[58661.21986],[],[58660.2292  58661.20535],[4096],[],[4096 6144],[],[],[],99,-9,99,58660.02344,[],[],[],[],[],[],829664,[0.08361198],[],[0.0766579  0.04565106],0.012822048,[],[],[],0.52077517,2.826473105,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/879.fits,0.430357892,1.45893027,0.100000001,0.02
880,-9,76.59348297,35.09814072,1,1,1,-9,0,3252,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.138540134,1,0,99,-9,99,58695.66406,301.2119141,0.0239562,1,0.0252904,0.0252904,-9,3,-9,303,0,UNKNOWN ,288.6737976,"[3.001929999998538, 0.996579999999085, 1.0034299999970244, 0.9991300000037882, 1.000370000001567, 0.9955100000006496, 0.9201699999975972, 1.003019999996468, 0.9968700000026729, 1.0013699999981327, 0.9996900000041933, 0.9769699999960721, 0.9993800000011106, 2.008800000003248]",[],"[1.0210399999996298, 0.9813599999979488, 1.9966399999975692, 1.0036099999997532, 0.9993299999987357, 1.001720000000205, 0.9946800000034273, 0.9173499999960768, 1.0027000000045518, 0.996899999998277, 1.0014700000028824, 0.9996499999979278, 0.9812400000009802, 0.9993800000011106, 3.0005699999965145]",[248.54898],[],[555.64557],[41.837166],[],[57.48472],-9,-9,3252,[21.51147],[],[20.638004],[0.18280163],[],[0.11235292],0.999535,,0.99965,0.999535,,0.99965,[58696.32293],[],[58696.2948],[6144],[],[4096],[],[],[],99,-9,99,58695.66406,[],[],[],[],[],[],833253,[0.16832563],[],[0.10345573],0.0252904,[],[],[],0.677661547,3.001095984,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/880.fits,0.478530024,1.605372611,0.600000024,0.01
881,-9,17.05846977,36.40732574,1,1,1,-9,0,3413,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.021669345,1,0,99,-9,99,58611.42969,207.914505,0.043215107,1,0.043250315,0.043250315,-9,3,-9,411,0,UNKNOWN ,266.1973877,"[3.957750000001397, 5.938799999996263]",[],[4.051520000000892],[530.2748],[],[1007.0364],[37.651203],[],[63.75094],-9,-9,3413,[20.688747],[],[19.992388],[0.07710946],[],[0.06874977],4.948275,,4.05152,4.948275,,4.05152,[58612.27433],[],[58612.24703],[6144],[],[4096],[],[],[],99,-9,99,58611.42969,[],[],[],[],[],[],833414,[0.07100319],[],[0.0633055],0.043250315,[],[],[],0.204598518,2.852294407,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/881.fits,3.246856178,11.94768282,0.800000012,0.029999999
882,-9,59.45328903,35.22419739,1,1,1,-9,0,3902,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.050827902,1,0,99,-9,99,58749.63281,66.1074295,0.025372615,1,0.026246252,0.026246252,-9,3,-9,517,0,UNKNOWN ,178.5733337,"[0.021740000003774185, 6.00793999999587, 0.024460000000544824, 2.9919599999993807, 0.002300000000104774, 3.9979499999972177, 0.02231000000028871, 2.9846900000047754, 0.018069999998260755]",[],"[0.0013900000049034134, 6.0155699999959324, 2.893560000004072, 0.10541999999986729, 4.000659999997879, 0.0018599999966681935]",[1901.4314 1829.177 ],[],[3632.6873 3557.5894],[107.008644 123.10488 ],[],[115.572296 124.612495],-9,-9,3902,[19.3023  19.34436],[],[18.59943 18.62211],[0.06111784 0.07308855],[],[0.0345506  0.03803957],0.02446,,1.49949,0.02446,,1.49949,[58750.37934 58750.40108],[],[58750.47141 58750.4728 ],[4096 6144],[],[4096 4096],[],[],[],99,-9,99,58749.63281,[],[],[],[],[],[],833903,[0.05627794 0.06730069],[],[0.03181455 0.03502723],0.026246252,[],[],[],0.7399958,3.039326986,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/882.fits,0.311411255,1.045489143,1,0.039999999
883,-9,7.161359787,32.69724274,1,1,1,-9,0,4614,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.027952604,1,0,99,-9,99,58674.25391,33.15140152,0.008019938,1,0.010043897,0.010043897,-9,3,-9,122,0,UNKNOWN ,339.4278259,"[5.006379999998899, 3.0332500000004075, 2.9935400000031223, 7.974159999997937]",[],"[7.939119999995455, 3.0212400000018533]",[1404.4722],[],[2964.995],[75.55266],[],[107.87554],-9,-9,4614,[19.631218],[],[18.81994],[0.05842065],[],[0.03951198],4.019815,,5.48018,4.019815,,5.48018,[58674.447],[],[58674.48421],[4096],[],[6144],[],[],[],99,-9,99,58674.25391,[],[],[],[],[],[],834615,[0.05379434],[],[0.03638304],0.010043897,[],[],[],1.549058542,2.097412833,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/883.fits,1.034042309,3.536618358,0.200000003,0.050000001
884,-9,30.9141407,36.50330734,1,1,1,-9,0,4661,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.033625551,1,0,99,-9,99,58748.66016,356.1477966,0.044996902,1,0.047651265,0.047651265,-9,3,-9,271,0,UNKNOWN ,426.3004761,"[1.0003500000020722, 0.15984999999636784, 0.8377900000050431, 2.999809999993886, 0.08911000000080094, 4.062510000003385, 1.849900000001071, 0.9990499999985332, 0.08772000000317348, 0.9115299999975832, 1.0014699999956065, 0.9537500000005821, 0.22580000000016298, 0.774810000002617, 0.9986399999979767, 1.00122000000556]",[],"[1.0003100000030827, 0.13175000000046566, 0.8658900000009453, 2.9996899999969173, 4.009219999999914, 1.992420000002312, 0.9990299999990384, 0.16754999999830034, 0.8322000000043772, 1.0013299999991432, 0.953109999994922, 0.2781600000016624, 0.722009999997681, 0.9997300000031828, 1.0001899999988382, 0.07671000000118511, 0.9234900000010384]",[422.6365],[],[729.61    470.88614],[46.2244],[],[67.175156 66.97795 ],-9,-9,4661,[20.935081],[],[20.342274 20.81771 ],[0.11877748],[],[0.09998797 0.15447056],0.976195,,0.95311,0.976195,,0.95311,[58749.20237],[],[58749.17361 58750.30567],[6144],[],[4096 4096],[],[],[],99,-9,99,58748.66016,[],[],[],[],[],[],834662,[0.10937153],[],[0.09206995 0.1422381 ],0.047651265,[],[],[],0.880383711,2.227114741,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/884.fits,12.21510724,44.81828061,0.5,0.050000001
885,-9,77.79620361,34.73822403,1,1,1,-9,0,5092,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.020040646,1,0,99,-9,99,58493.76172,53.39741898,0.020349644,1,0.021801664,0.021801664,-9,3,-9,311,0,UNKNOWN ,350.5657654,"[1.0845899999985704, 7.976800000004005, 0.0014200000005075708, 5.975639999996929]",[],"[9.142210000005434, 0.018140000000130385, 2.946909999998752, 0.0014099999971222132]",[1532.369  1184.0453],[],[2006.6628],[107.07583 115.46521],[],[204.29532],-9,-9,5092,[19.53659 19.81658],[],[19.243813],[0.07588534 0.10590407],[],[0.11056402],3.530115,,1.482525,3.530115,,1.482525,[58494.15459 58495.23918],[],[58494.11951],[6144 4096],[],[4096],[],[],[],99,-9,99,58493.76172,[],[],[],[],[],[],835093,[0.06987601 0.09751756],[],[0.1018085],0.021801664,[],[],[],0.337103336,3.619761601,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/885.fits,0.375267937,1.303391488,0.600000024,0.029999999
886,-9,66.17183685,33.28171921,1,1,1,-9,0,8750,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.07591442,1,0,99,-9,99,58774.01172,104.1592636,0.010506473,1,0.009704917,0.009704917,-9,3,-9,267,0,UNKNOWN ,-213.2363586,"[0.0009400000053574331, 3.0783099999971455, 0.0009300000019720756, 5.95502999999735, 0.023410000001604203, 2.9384599999975762, 2.920669999999518]",[],"[3.126909999999043, 2.995679999999993, 0.0210399999996298, 3.0026099999959115, 0.0009200000058626756, 2.999119999993127, 2.9785499999998137, 0.0018900000068242662]",[3051.936 3179.704],[],[9251.398],[108.49273  104.566475],[],[134.55428],-9,-9,8750,[18.78856  18.744034],[],[17.58448],[0.03860602 0.03571376],[],[0.01579501],2.92067,,2.987115,2.92067,,2.987115,[58775.42941 58775.43035],[],[58775.36566],[6144 4096],[],[4096],[],[],[],99,-9,99,58774.01172,[],[],[],[],[],[],838751,[0.03554882 0.0328856 ],[],[0.01454421],0.009704917,[],[],[],0.265404386,3.560356193,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/886.fits,0.159205265,0.594704268,0.5,0.039999999
887,-9,26.47203064,34.83647537,1,1,1,-9,0,9778,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.007873235,1,0,99,-9,99,58637.22266,348.3661194,0.021302981,1,0.021476241,0.021476241,-9,3,-9,506,0,UNKNOWN ,-297.3430481,"[5.978600000002189, 2.997799999997369, 3.0257700000001932, 2.992980000002717, 3.0025900000036927]",[],"[3.0360300000029383, 3.0042600000015227, 2.9947099999990314, 5.9754699999975855, 3.013250000003609]",[892.8904],[],[1164.2341],[51.971157],[],[54.19668],-9,-9,9778,[20.123005],[],[19.8349],[0.0632112],[],[0.05055477],3.00259,,3.01325,3.00259,,3.01325,[58637.46814],[],[58637.43272],[6144],[],[4096],[],[],[],99,-9,99,58637.22266,[],[],[],[],[],[],839779,[0.05820553],[],[0.04655136],0.021476241,[],[],[],0.347320148,3.203991334,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/887.fits,0.51621771,1.860460984,1,0.02
888,-9,33.49274063,35.05245209,1,1,1,-9,0,865,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.016397204,1,0,99,-9,99,58758.26563,51.54800034,0.023473606,1,0.024469202,0.024469202,-9,3,-9,457,0,UNKNOWN ,130.7477875,"[0.00938000000314787, 3.996930000001157, 3.028089999999793, 0.0004599999956553802, 3.038940000005823, 0.011330000001180451, 2.810649999999441, 3.068229999997129]",[],"[0.02096999999776017, 3.9875500000052853, 0.0004599999956553802, 3.1231299999999464, 0.00044999999954598024, 2.9259300000048825, 2.9615300000004936, 0.972249999998894, 2.01531999999861, 0.9426999999996042]",[1035.7639 1018.5565],[],[2224.6724 2271.9822],[44.991272 48.366196],[],[72.31164  68.823944],-9,-9,865,[19.96185  19.980038],[],[19.131836 19.108988],[0.04717341 0.05156875],[],[0.03529977 0.03289762],2.91937,,1.493785,2.91937,,1.493785,[58759.42251 58759.43189],[],[58759.36279 58759.38376],[6144 4096],[],[4096 4096],[],[],[],99,-9,99,58758.26563,[],[],[],[],[],[],840866,[0.04343777 0.04748504],[],[0.0325044  0.03029247],0.024469202,[],[],[],0.144899973,3.640860558,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/888.fits,0.457053665,1.534734735,0.899999976,0.02
889,-9,63.76913834,33.12743378,1,1,1,-9,0,1160,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.037099801,1,0,99,-9,99,58667.08984,285.6612549,0.009784355,1,0.00969654,0.00969654,-9,3,-9,67,0,UNKNOWN ,-141.6042786,"[6.036440000003495, 3.0030600000027334, 1.9503199999962817, 0.903279999998631, 1.0150700000012876, 0.9992600000041421, 1.0644499999980326, 0.990059999996447]",[],"[8.91124999999738, 0.9786700000040582, 0.9978999999948428, 1.083310000001802, 1.9426999999996042, 0.962310000002617, 0.02823999999964144, 0.9902299999957904, 1.1014199999990524]",[2594.044],[],[4837.7905],[65.376144],[],[83.610535],-9,-9,1160,[18.965057],[],[18.288383],[0.02736981],[],[0.01876911],1.03976,,0.9979,1.03976,,0.9979,[58668.31019],[],[58668.34958],[4096],[],[6144],[],[],[],99,-9,99,58667.08984,[],[],[],[],[],[],841161,[0.0252024],[],[0.01728279],0.00969654,[],[],[],0.337731045,3.596113671,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/889.fits,0.161431449,0.551707148,0.100000001,0.039999999
890,-9,22.49702072,34.18053436,1,1,1,-9,0,1503,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.045051627,1,0,99,-9,99,58347.44531,62.63185883,0.015797837,1,0.017040102,0.017040102,-9,3,-9,352,0,UNKNOWN ,259.833313,"[0.0009300000019720756, 2.9689700000017183, 0.000919999998586718, 8.990489999996498, 0.0004600000029313378, 5.020479999999225, 0.0004600000029313378]",[],"[0.000910000002477318, 3.0353399999949033, 0.0009200000058626756, 2.9853799999982584, 0.000919999998586718, 0.004119999997783452, 0.021680000005289912, 1.8837399999974878, 0.000910000002477318, 1.004559999993944, 0.0009200000058626756, 0.0625099999961094, 0.0004600000029313378, 1.960269999995944, 1.0835800000058953, 4.989909999996598]",[1122.3333 1238.6046],[],[2463.8347 2610.5894],[57.558388 56.231297],[],[71.30017  82.598434],-9,-9,1503,[19.874695 19.767668],[],[19.020971 18.958153],[0.05569505 0.04930321],[],[0.03142743 0.03436079],0.00093,,0.042095,0.00093,,0.042095,[58348.49428 58348.49521],[],[58348.45351 58348.45442],[6144 4096],[],[4096 4096],[],[],[],99,-9,99,58347.44531,[],[],[],[],[],[],841504,[0.05128458 0.04539891],[],[0.0289387  0.03163977],0.017040102,[],[],[],0.174001237,3.598234892,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/890.fits,0.314336662,1.059053722,0.699999988,0.01
